filename=: 1.jpg,  aircraft number=: 14 
x-pos         , y-pos         , x-pos         , y-pos         , direction
1118.14770, 254.6276, 1118.147, 204.0184, 0   
154.990768, 763.8830, 154.9907, 700.6215, 1   
215.089233, 748.0676, 210.3446, 692.7138, 1   
275.187683, 744.9046, 268.8615, 683.2246, 1   
279.932312, 944.1784, 276.7692, 896.7323, 0   
355.846161, 849.2861, 409.6184, 841.3784, 1   
351.101532, 912.5476, 395.3846, 893.5692, 1   
384.313843, 978.9722, 417.5261, 933.1076, 1   
495.021545, 904.6400, 547.2122, 969.4830, 0   
498.184601, 773.3723, 548.7938, 797.0953, 0   
593.076904, 763.8830, 591.4953, 686.3876, 1   
708.529236, 880.9169, 710.1107, 827.1445, 0   
784.443054, 765.4646, 830.3076, 724.3446, 1   
781.279968, 822.3999, 838.2153, 823.9815, 1   
767.046143, 888.8245, 833.4707, 890.4061, 1   
781.279968, 980.5538, 836.6338, 945.7600, 1   
920.455383, 1013.766, 922.0369, 961.5753, 1   
959.993835, 846.1230, 991.6245, 893.5692, 0   
953.667664, 795.5138, 1009.021, 825.5630, 0   
1001.11383, 718.0184, 1034.326, 770.2092, 0   
1080.19079, 754.3938, 1075.446, 699.0399, 1   
1126.05542, 762.3015, 1152.941, 716.4368, 1   
1187.73535, 763.8830, 1225.692, 714.8553, 1   
1203.55078, 861.9384, 1254.160, 882.4984, 1   
1187.73535, 933.1076, 1252.578, 933.1076, 1   
1249.41540, 1010.603, 1293.698, 934.6892, 1   
1385.42761, 721.1815, 1432.873, 752.8123, 0   
1388.59069, 691.1323, 1436.036, 691.1323, 0   
1387.00915, 854.0307, 1421.803, 904.6400, 0   
1379.10156, 925.2000, 1383.846, 1016.929, 0   
1256.59765, 804.4644, 1215.769, 815.0495, 0   


filename=: 45.jpg,  aircraft number=: 98 
x-pos         , y-pos         , x-pos         , y-pos         , direction
126.523071, 257.7907, 177.1323, 257.7907, 0   
129.686157, 332.1230, 177.1323, 332.1230, 0   
226.160004, 363.7538, 222.9969, 328.9599, 0   
136.012299, 420.6892, 169.2246, 431.7599, 0   
126.523071, 521.9077, 175.5507, 523.4891, 0   
120.196922, 578.8430, 172.3876, 580.4246, 0   
121.778458, 835.0523, 173.9692, 836.6338, 0   
121.778458, 901.4769, 172.3876, 898.3138, 0   
344.775391, 884.0800, 393.8030, 871.4276, 1   
281.513855, 719.5999, 309.9815, 765.4646, 1   
340.030762, 823.9815, 400.1292, 822.3999, 1   
463.390778, 865.1015, 512.4184, 861.9384, 0   
564.609253, 901.4769, 563.0277, 842.9599, 1   
455.483063, 678.4799, 507.6738, 678.4799, 0   
300.492310, 634.1968, 341.6123, 640.5230, 1   
349.519989, 580.4246, 396.9661, 578.8430, 1   
349.519989, 520.3261, 396.9661, 517.1630, 1   
461.809235, 506.0922, 510.8369, 509.2553, 0   
344.775391, 377.9877, 393.8030, 376.4061, 1   
458.646149, 365.3353, 498.1846, 365.3353, 0   
455.483063, 303.6553, 514.0000, 300.4923, 0   
346.356903, 322.6338, 392.2215, 324.2153, 1   
458.646149, 256.2092, 510.8369, 254.6276, 0   
341.612305, 170.8061, 389.0584, 175.5507, 1   
461.809235, 159.7353, 510.8369, 158.1538, 0   
629.452271, 627.8707, 632.6153, 670.5723, 1   
672.153809, 156.5723, 721.1815, 161.3169, 1   
792.350769, 112.2892, 846.1230, 110.7076, 0   
789.187683, 161.3169, 844.5415, 164.4799, 0   
793.932312, 213.5076, 846.1230, 211.9261, 0   
790.769226, 265.6984, 842.9599, 264.1169, 0   
668.990784, 308.3999, 725.9261, 306.8184, 1   
797.095398, 317.8892, 844.5415, 314.7261, 0   
672.153809, 359.0092, 711.6923, 359.0092, 1   
797.095398, 365.3353, 844.5415, 363.7538, 0   
803.421509, 414.3630, 847.7045, 414.3630, 0   
809.747681, 453.9015, 849.2861, 458.6461, 0   
676.898438, 531.3969, 718.0184, 526.6522, 1   
797.095398, 558.2830, 846.1230, 558.2830, 0   
683.224609, 631.0338, 741.7415, 629.4522, 1   
800.258423, 604.1477, 846.1230, 604.1477, 0   
800.258423, 650.0122, 852.4492, 650.0122, 0   
795.513855, 695.8768, 842.9599, 697.4584, 0   
676.898438, 729.0892, 729.0892, 729.0892, 1   
792.350769, 736.9968, 844.5415, 738.5784, 0   
680.061523, 782.8615, 730.6707, 782.8615, 1   
673.735352, 825.5630, 719.5999, 825.5630, 1   
686.387695, 879.3353, 725.9261, 879.3353, 1   
800.258423, 863.5199, 841.3784, 890.4061, 0   
797.095398, 831.8892, 849.2861, 831.8892, 0   
797.095398, 786.0245, 850.8676, 786.0245, 0   
1002.69537, 145.5015, 1042.233, 145.5015, 1   
1020.09228, 265.6984, 1048.559, 259.3723, 1   
1024.83691, 292.5846, 1048.559, 302.0738, 1   
1007.44000, 325.7969, 1045.396, 325.7969, 1   
1018.51074, 360.5907, 1050.141, 347.9384, 1   
1021.67382, 450.7384, 1046.978, 441.2492, 1   
1010.60308, 528.2338, 1050.141, 550.3753, 1   
1015.34765, 575.6799, 1054.886, 575.6799, 1   
1010.60308, 727.5076, 1053.304, 736.9968, 1   
1015.34765, 768.6276, 1058.049, 765.4646, 1   
1023.25537, 808.1661, 1059.630, 793.9323, 1   
1023.25537, 844.5415, 1067.538, 841.3784, 1   
1111.82153, 850.8676, 1146.615, 882.4984, 0   
1126.05542, 784.4430, 1165.593, 808.1661, 0   
1138.70764, 683.2246, 1178.246, 684.8061, 0   
1135.54455, 608.8922, 1179.827, 607.3107, 0   
1227.27380, 635.7784, 1232.018, 678.4799, 0   
1137.12609, 531.3969, 1178.246, 531.3969, 0   
1143.45227, 415.9446, 1178.246, 415.9446, 0   
1141.87072, 327.3784, 1179.827, 324.2153, 0   
1141.87072, 235.6492, 1181.409, 235.6492, 0   
1143.45227, 164.4799, 1186.153, 143.9199, 0   
1065.95690, 137.5938, 1088.098, 110.7076, 0   
1124.47387, 148.6646, 1137.126, 123.3600, 0   
1344.30761, 150.2461, 1371.193, 159.7353, 1   
1353.79687, 210.3446, 1379.101, 218.2523, 1   
1350.63378, 450.7384, 1371.193, 439.6676, 1   
1349.05224, 417.5261, 1377.520, 419.1076, 1   
1617.91381, 583.5877, 1670.104, 556.7015, 1   
1046.18176, 168.0000, 1020.218, 175.6363, 0   
919.418152, 16.79999, 908.7272, 48.87272, 1   
1566.98181, 242.8363, 1539.490, 242.8363, 1   
1501.30908, 441.3818, 1464.654, 433.7454, 1   
1504.36364, 494.8363, 1469.236, 497.8909, 1   
1383.70910, 303.9272, 1360.799, 294.7636, 0   
1376.07275, 328.3636, 1351.636, 329.8909, 0   
1383.70910, 264.2181, 1359.272, 268.7999, 0   
1495.19995, 186.3272, 1466.181, 181.7454, 1   
1495.19995, 210.7636, 1469.236, 221.4545, 1   
1495.19995, 274.9090, 1466.181, 268.7999, 1   
1498.25451, 297.8181, 1470.763, 306.9818, 1   
1457.01818, 113.0181, 1444.799, 129.8181, 1   
1484.50903, 126.7636, 1463.127, 143.5636, 1   
1171.41821, 449.0181, 1142.400, 439.8545, 1   
1166.83630, 291.7090, 1139.345, 302.3999, 1   
1050.76367, 390.9818, 1024.799, 381.8181, 0   
168.000000, 117.5999, 129.8181, 114.5454, 1   


filename=: 46.jpg,  aircraft number=: 40 
x-pos         , y-pos         , x-pos         , y-pos         , direction
725.093872, 46.12923, 764.0153, 73.51846, 1   
945.649231, 40.36307, 952.8569, 86.49231, 1   
997.544617, 40.36307, 1000.427, 86.49231, 1   
1378.11071, 155.6861, 1383.876, 200.3738, 1   
1301.70922, 157.1276, 1307.475, 201.8153, 1   
1097.01074, 154.2446, 1099.893, 204.6984, 1   
732.301514, 151.3615, 764.0153, 122.5307, 0   
657.341553, 149.9199, 658.7830, 103.7907, 0   
604.004639, 106.6738, 601.1215, 162.8938, 1   
537.693848, 108.1153, 542.0184, 152.8030, 1   
426.695374, 152.8030, 419.4877, 110.9984, 0   
371.916931, 112.4400, 371.9169, 160.0107, 1   
314.255371, 168.6600, 312.8138, 126.8553, 0   
51.895386 , 171.5430, 77.84307, 196.0492, 1   
4.324615  , 175.8676, 24.50615, 197.4907, 1   
85.050766 , 247.9446, 105.2323, 268.1261, 0   
63.427692 , 314.2553, 92.25846, 292.6322, 1   
112.440002, 312.8138, 135.5046, 291.1907, 1   
151.361542, 311.3723, 175.8676, 291.1907, 1   
240.736923, 298.3984, 253.7107, 271.0092, 1   
376.241547, 237.8538, 396.4230, 289.7492, 0   
442.552307, 289.7492, 439.6692, 234.9707, 1   
485.798462, 240.7369, 504.5384, 281.1000, 0   
79.284615 , 508.8630, 85.05076, 475.7077, 0   
99.466156 , 511.7461, 119.6476, 488.6815, 0   
106.673843, 566.5245, 144.1538, 565.0830, 0   
108.115387, 596.7969, 141.2707, 596.7969, 0   
15.856923 , 696.2630, 40.36307, 732.3015, 0   
141.270767, 766.8984, 172.9846, 753.9246, 0   
116.764618, 615.5369, 136.9461, 629.9523, 0   
425.253845, 632.8353, 449.7600, 670.3153, 0   
464.175385, 387.7738, 511.7461, 369.0338, 1   
605.446167, 363.2677, 651.5753, 380.5661, 0   
755.366150, 389.2153, 789.9630, 363.2677, 1   
582.381531, 431.0199, 614.0953, 477.1492, 1   
765.456909, 505.9800, 766.8984, 468.5000, 0   
539.135376, 847.6246, 580.9400, 882.2215, 1   
595.355408, 813.0277, 616.9784, 854.8322, 1   
642.926147, 785.6384, 651.5753, 833.2092, 1   
843.299988, 676.0815, 863.4815, 710.6784, 1   


filename=: 47.jpg,  aircraft number=: 33 
x-pos         , y-pos         , x-pos         , y-pos         , direction
189.784607, 47.44615, 245.1384, 47.44615, 0   
221.415375, 216.6707, 230.9046, 297.3292, 1   
86.984612 , 385.8953, 170.8061, 362.1723, 1   
289.421539, 365.3353, 365.3353, 314.7261, 0   
311.563080, 450.7384, 392.2215, 408.0369, 0   
139.175385, 637.3599, 196.1107, 582.0061, 1   
77.495384 , 705.3661, 128.1046, 724.3446, 0   
208.763077, 673.7353, 232.4861, 605.7292, 1   
279.932312, 687.9692, 276.7692, 616.7999, 1   
346.356903, 525.0707, 398.5476, 607.3107, 0   
336.867676, 506.0922, 434.9230, 501.3476, 0   
83.821541 , 879.3353, 126.5230, 941.0153, 1   
648.430786, 531.3969, 683.2246, 567.7722, 1   
718.018433, 476.0430, 757.5568, 517.1630, 1   
762.301514, 431.7599, 792.3507, 468.1353, 1   
569.353821, 387.4769, 602.5661, 352.6830, 1   
635.778442, 389.0584, 648.4307, 349.5199, 1   
653.175354, 260.9538, 657.9199, 207.1815, 0   
860.356934, 298.9107, 898.3138, 268.8615, 0   
898.313843, 333.7046, 929.9445, 300.4923, 0   
1059.63073, 210.3446, 1092.843, 183.4584, 0   
1135.54455, 291.0030, 1127.636, 249.8830, 0   
1189.31689, 267.2799, 1159.267, 235.6492, 0   
1176.66455, 221.4153, 1171.920, 185.0399, 0   
1326.91076, 230.9046, 1336.400, 189.7846, 0   
1385.42761, 219.8338, 1399.661, 180.2953, 0   
1443.94458, 232.4861, 1461.341, 189.7846, 0   
1481.90148, 270.4430, 1532.510, 306.8184, 0   
1382.26464, 409.6184, 1394.916, 349.5199, 1   
1345.88916, 596.2399, 1372.775, 556.7015, 0   
1379.10156, 615.2184, 1436.036, 588.3322, 0   
1591.02771, 482.3692, 1641.636, 488.6953, 1   
1606.84301, 555.1199, 1659.033, 529.8153, 1   


filename=: 48.jpg,  aircraft number=: 36 
x-pos         , y-pos         , x-pos         , y-pos         , direction
359.009216, 164.4799, 411.1999, 164.4799, 0   
362.172302, 279.9323, 422.2707, 279.9323, 0   
208.763077, 330.5415, 254.6276, 332.1230, 1   
403.292297, 395.3846, 458.6461, 384.3138, 0   
551.956909, 390.6399, 607.3107, 395.3846, 1   
548.793823, 289.4215, 618.3815, 287.8399, 1   
654.756897, 120.1969, 689.5507, 60.09846, 0   
687.969238, 134.4307, 759.1384, 109.1261, 0   
699.039978, 178.7138, 757.5568, 175.5507, 0   
891.987671, 390.6399, 944.1784, 393.8030, 1   
891.987671, 287.8399, 934.6892, 292.5846, 1   
896.732300, 126.5230, 934.6892, 159.7353, 1   
1039.07080, 169.2246, 1091.261, 167.6430, 0   
1039.07080, 257.7907, 1080.190, 257.7907, 0   
1069.11999, 414.3630, 1094.424, 385.8953, 0   
1114.98461, 419.1076, 1130.799, 390.6399, 0   
1171.92004, 415.9446, 1167.175, 377.9877, 0   
1206.71386, 370.0799, 1255.741, 403.2922, 1   
1225.69226, 347.9384, 1276.301, 347.9384, 1   
1220.94763, 305.2369, 1269.975, 306.8184, 1   
1227.27380, 132.8492, 1268.393, 162.8984, 1   
1394.91687, 126.5230, 1432.873, 101.2184, 0   
1584.70153, 12.65230, 1597.353, 69.58769, 1   
1595.77233, 188.2030, 1598.935, 241.9753, 1   
1597.35388, 338.4492, 1597.353, 393.8030, 1   
1592.60925, 746.4861, 1597.353, 797.0953, 1   
1598.93530, 869.8461, 1598.935, 928.3630, 1   
1366.44921, 863.5199, 1388.590, 907.8030, 0   
1186.15380, 844.5415, 1182.990, 797.0953, 0   
1284.20922, 909.3845, 1306.350, 869.8461, 1   
1048.55993, 776.5354, 1096.006, 789.1876, 0   
898.313843, 790.7692, 942.5969, 781.2799, 1   
901.476929, 854.0307, 944.1784, 846.1230, 1   
506.092285, 774.9538, 515.5815, 820.8184, 1   
545.630737, 744.9046, 591.4953, 746.4861, 1   
703.784607, 770.2092, 751.2307, 795.5138, 0   


filename=: 49.jpg,  aircraft number=: 37 
x-pos         , y-pos         , x-pos         , y-pos         , direction
992.538452, 46.03076, 1047.199, 41.71538, 0   
468.938477, 185.5615, 520.7230, 204.2615, 1   
567.863647, 129.6363, 576.8230, 171.1769, 1   
622.853821, 161.1076, 628.4545, 118.3636, 0   
175.492310, 325.0923, 222.9615, 359.6153, 1   
299.200012, 315.0230, 309.2692, 268.9923, 0   
332.284607, 312.1461, 366.8076, 280.5000, 0   
394.545441, 322.6818, 421.3181, 288.8636, 0   
357.909088, 472.0454, 376.2272, 438.2272, 1   
531.227234, 480.5000, 538.2727, 435.4090, 1   
317.899994, 504.8999, 358.1769, 507.7769, 0   
120.830772, 663.1307, 156.7923, 727.8615, 1   
188.438461, 666.0076, 205.6999, 719.2307, 1   
252.227264, 643.9545, 264.6769, 707.7230, 1   
332.545441, 628.4545, 325.5000, 684.8181, 1   
405.646149, 611.3461, 397.0153, 668.8846, 1   
463.184631, 604.1538, 474.6923, 653.0615, 1   
530.792297, 632.9230, 529.3538, 576.8230, 0   
86.307693 , 878.9000, 152.4769, 838.6231, 1   
260.361542, 805.5384, 279.0615, 881.7769, 0   
420.030762, 798.3461, 402.7692, 748.0000, 1   
476.130768, 735.0538, 493.3923, 789.7153, 0   
916.299988, 890.4077, 929.2461, 844.3769, 1   
979.592285, 932.1231, 983.9077, 878.9000, 1   
1083.16149, 845.8153, 1086.038, 801.2230, 1   
1201.11535, 824.2384, 1199.676, 759.5076, 1   
1268.18176, 837.0000, 1268.181, 791.9090, 1   
1372.45446, 821.5000, 1365.409, 762.3181, 1   
1488.80773, 795.4692, 1493.123, 847.2538, 0   
769.576904, 171.1769, 773.8923, 222.9615, 1   
824.238464, 220.0846, 817.2727, 170.5000, 0   
874.584595, 151.0384, 877.4615, 204.2615, 1   
927.807678, 195.6307, 924.9307, 145.2846, 0   
973.838440, 126.5846, 983.9077, 188.4384, 1   
1292.13635, 170.5000, 1293.545, 124.0000, 0   
1455.72302, 159.6692, 1448.530, 113.6384, 0   
1510.54541, 166.2727, 1511.954, 98.63636, 0   


filename=: 50.jpg,  aircraft number=: 40 
x-pos         , y-pos         , x-pos         , y-pos         , direction
593.076904, 64.84307, 597.8215, 113.8707, 1   
673.735352, 117.0338, 668.9907, 72.75077, 0   
724.344604, 71.16922, 725.9261, 123.3600, 1   
811.329224, 118.6153, 838.2153, 83.82154, 0   
955.249207, 120.1969, 956.8307, 77.49538, 0   
1005.85845, 124.9415, 1005.858, 75.91384, 0   
1092.84301, 121.7784, 1119.729, 79.07692, 0   
1195.64306, 218.2523, 1194.061, 268.8615, 0   
1062.79382, 272.0245, 1061.212, 224.5784, 1   
1010.60308, 276.7692, 1004.276, 234.0676, 1   
937.852295, 297.3292, 961.5753, 248.3015, 1   
713.273865, 264.1169, 713.2738, 215.0892, 1   
594.658447, 265.6984, 623.1261, 221.4153, 1   
248.301529, 899.8953, 256.2092, 850.8676, 1   
267.279999, 714.8553, 260.9538, 651.5938, 0   
311.563080, 702.2030, 316.3076, 657.9199, 0   
384.313843, 721.1815, 384.3138, 656.3384, 0   
417.526154, 895.1507, 419.1076, 854.0307, 1   
551.956909, 901.4769, 555.1199, 861.9384, 1   
695.876892, 906.2214, 695.8768, 838.2153, 1   
786.024597, 890.4061, 786.0245, 844.5415, 1   
542.467712, 718.0184, 547.2122, 657.9199, 0   
665.827698, 710.1107, 667.4092, 661.0830, 0   
800.258423, 708.5292, 800.2584, 661.0830, 0   
974.227661, 729.0892, 971.0645, 653.1753, 0   
978.972290, 909.3845, 977.3907, 849.2861, 1   
1065.95690, 923.6184, 1061.212, 858.7753, 1   
1133.96301, 914.1292, 1133.963, 850.8676, 1   
1197.22460, 918.8738, 1195.643, 858.7753, 1   
1330.07385, 906.2214, 1334.818, 865.1015, 1   
1510.36926, 910.9661, 1508.787, 871.4276, 1   
1575.21228, 839.7969, 1576.793, 880.9169, 0   
1546.74462, 958.4122, 1554.652, 928.3630, 1   
1572.04919, 670.5723, 1576.793, 710.1107, 1   
1651.12609, 638.9415, 1647.963, 602.5661, 0   
1072.28308, 657.9199, 1072.283, 716.4368, 1   
1140.28918, 719.5999, 1141.870, 659.5015, 0   
1197.22460, 667.4092, 1198.806, 714.8553, 1   
1249.41540, 708.5292, 1252.578, 664.2461, 0   
1382.26464, 713.2738, 1382.264, 665.8276, 0   


filename=: 51.jpg,  aircraft number=: 25 
x-pos         , y-pos         , x-pos         , y-pos         , direction
341.612305, 279.9323, 385.8953, 218.2523, 0   
466.553833, 286.2584, 453.6000, 213.8181, 0   
536.072693, 216.8727, 510.1090, 284.0727, 1   
836.633850, 279.9323, 825.5630, 229.3230, 0   
912.547668, 281.5138, 914.8363, 221.4545, 0   
1034.32617, 278.3507, 1051.723, 227.7415, 0   
245.138458, 624.7077, 247.4181, 575.7817, 0   
243.556915, 779.6984, 254.6276, 732.2523, 1   
314.726135, 776.5354, 303.6553, 729.0892, 1   
379.569214, 776.5354, 370.0799, 729.0892, 1   
699.490906, 800.2908, 697.4584, 746.4861, 1   
774.953857, 789.1876, 757.5568, 743.3230, 1   
1023.25537, 839.7969, 1040.652, 798.6769, 1   
1093.52722, 882.7636, 1124.072, 861.3817, 1   
1327.19995, 931.6363, 1356.959, 885.6614, 1   
1387.00915, 939.4338, 1383.846, 901.4769, 1   
1530.92919, 944.1784, 1534.092, 904.6400, 1   
1434.45532, 942.5969, 1429.710, 896.7323, 1   
1293.69848, 311.5630, 1306.350, 284.6769, 0   
1333.23693, 306.8184, 1341.144, 278.3507, 0   
1401.24304, 321.0523, 1415.476, 292.5846, 0   
1610.00610, 207.1815, 1608.424, 183.4584, 0   
1632.14770, 204.0184, 1632.147, 180.2953, 0   
1665.35998, 208.7630, 1662.196, 185.0399, 0   
414.363068, 997.9507, 464.9722, 999.5322, 0   


filename=: 52.jpg,  aircraft number=: 32 
x-pos         , y-pos         , x-pos         , y-pos         , direction
224.578461, 417.5261, 259.6363, 342.1090, 1   
428.596924, 158.1538, 431.7599, 204.0184, 1   
593.076904, 185.0399, 631.0338, 196.1107, 1   
607.310791, 389.0584, 643.6861, 359.0092, 1   
748.067688, 423.8522, 770.2092, 461.8092, 0   
901.476929, 417.5261, 937.8522, 389.0584, 1   
1075.44616, 422.2707, 1078.609, 385.8953, 1   
593.076904, 684.8061, 606.3272, 722.3999, 1   
759.138428, 749.6492, 763.8830, 661.0830, 0   
907.803040, 711.6923, 944.1784, 670.5723, 0   
1110.23999, 730.6707, 1108.658, 684.8061, 0   
567.772278, 858.7753, 615.4909, 861.3817, 1   
699.039978, 944.1784, 695.8768, 884.0800, 1   
792.350769, 942.5969, 811.3292, 888.8245, 1   
871.427673, 920.4553, 869.8461, 871.4276, 1   
952.086121, 950.5045, 956.8307, 895.1507, 1   
1029.58154, 964.7384, 1028.000, 910.9661, 1   
1110.23999, 937.8522, 1108.658, 891.9876, 1   
1154.52307, 727.5076, 1151.359, 683.2246, 0   
1241.50769, 740.1599, 1241.507, 689.5507, 0   
1284.20922, 721.1815, 1285.790, 676.8984, 0   
1330.07385, 727.5076, 1330.073, 678.4799, 0   
1486.64611, 604.1477, 1538.836, 600.9846, 0   
1428.12915, 721.1815, 1428.129, 675.3168, 0   
1519.85839, 749.6492, 1559.396, 714.8553, 0   
1175.08300, 918.8738, 1171.920, 865.1015, 1   
1236.76306, 923.6184, 1241.507, 869.8461, 1   
1325.32922, 926.7815, 1323.747, 882.4984, 1   
1467.66772, 931.5261, 1466.086, 891.9876, 1   
1515.11377, 918.8738, 1497.716, 885.6614, 1   
1519.85839, 869.8461, 1554.652, 895.1507, 0   
1530.92919, 839.7969, 1575.212, 852.4492, 0   


filename=: 53.jpg,  aircraft number=: 11 
x-pos         , y-pos         , x-pos         , y-pos         , direction
447.575378, 381.1507, 523.4891, 415.9446, 0   
482.369232, 464.9722, 574.0984, 480.7876, 0   
564.609253, 536.1415, 654.7568, 515.5815, 0   
501.347687, 589.9138, 596.2399, 578.8430, 0   
442.830750, 645.2677, 536.1415, 653.1753, 0   
710.110779, 551.9569, 805.0030, 570.9353, 0   
774.953857, 491.8584, 873.0092, 485.5322, 0   
1031.16308, 417.5261, 1069.119, 371.6615, 1   
1073.86462, 460.2276, 1110.239, 423.8522, 1   
368.498444, 359.0092, 404.8738, 395.3846, 1   
385.895386, 333.7046, 430.1784, 357.4276, 1   


filename=: 54.jpg,  aircraft number=: 11 
x-pos         , y-pos         , x-pos         , y-pos         , direction
651.593811, 812.9107, 689.5507, 798.6769, 1   
702.203064, 873.0092, 721.1815, 828.7261, 1   
773.372314, 863.5199, 768.6276, 814.4923, 1   
774.953857, 694.2953, 774.9538, 646.8492, 0   
991.624573, 876.1723, 1004.276, 833.4707, 1   
1111.82153, 819.2369, 1070.701, 793.9323, 1   
1217.78454, 740.1599, 1265.230, 718.0184, 1   
1380.68310, 1010.603, 1421.803, 990.0430, 1   
1556.23376, 914.1292, 1608.424, 899.8953, 0   
1617.91381, 1021.673, 1666.941, 1005.858, 0   
488.727264, 154.2545, 533.0181, 106.9090, 0   


filename=: 55.jpg,  aircraft number=: 7 
x-pos         , y-pos         , x-pos         , y-pos         , direction
169.224609, 340.0307, 197.6923, 381.1507, 1   
343.193848, 211.9261, 390.6399, 283.0953, 1   
730.670776, 526.6522, 808.1661, 495.0215, 1   
933.107666, 869.8461, 985.2984, 846.1230, 1   
1013.76611, 888.8245, 1018.510, 833.4707, 1   
1257.32299, 631.0338, 1249.415, 563.0277, 0   
1331.65539, 230.9046, 1344.307, 297.3292, 1   


filename=: 56.jpg,  aircraft number=: 6 
x-pos         , y-pos         , x-pos         , y-pos         , direction
553.538452, 464.9722, 653.1753, 529.8153, 0   
472.880005, 762.3015, 507.6738, 706.9476, 1   
925.527283, 458.1818, 992.7272, 427.6363, 1   
1177.52722, 331.4181, 1255.741, 368.4984, 0   
1266.10900, 462.7636, 1356.959, 453.9015, 0   
1152.94152, 776.5354, 1170.338, 692.7138, 1   


filename=: 57.jpg,  aircraft number=: 9 
x-pos         , y-pos         , x-pos         , y-pos         , direction
148.664612, 404.8738, 218.2523, 434.9230, 1   
321.052307, 327.3784, 322.6338, 403.2922, 1   
305.236908, 623.1261, 349.5199, 569.3538, 1   
773.372314, 713.2738, 806.5845, 624.7077, 1   
877.753845, 716.4368, 906.2214, 643.6861, 1   
1050.14147, 752.8123, 1045.396, 681.6430, 1   
1198.80615, 651.5938, 1209.876, 729.0892, 0   
1396.49841, 787.6061, 1402.824, 861.9384, 0   
1380.68310, 689.5507, 1383.846, 602.5661, 1   


filename=: 58.jpg,  aircraft number=: 8 
x-pos         , y-pos         , x-pos         , y-pos         , direction
381.150757, 305.2369, 436.5046, 362.1723, 1   
322.633850, 355.8461, 370.0799, 409.6184, 1   
268.861542, 415.9446, 311.5630, 476.0430, 1   
352.683075, 621.5446, 395.3846, 668.9907, 0   
417.526154, 526.6522, 480.7876, 596.2399, 0   
893.569214, 431.7599, 982.1353, 439.6676, 1   
1081.77233, 548.7938, 1175.083, 555.1199, 0   
1138.70764, 880.9169, 1159.267, 963.1569, 0   


filename=: 59.jpg,  aircraft number=: 4 
x-pos         , y-pos         , x-pos         , y-pos         , direction
516.218201, 836.9454, 507.6738, 751.2307, 1   
910.254517, 302.3999, 972.6461, 260.9538, 0   
1139.34545, 539.1272, 1201.969, 488.6953, 0   
1270.69091, 707.1272, 1336.400, 768.6276, 0   


filename=: 60.jpg,  aircraft number=: 3 
x-pos         , y-pos         , x-pos         , y-pos         , direction
736.996887, 324.2153, 743.3230, 230.9046, 0   
600.984619, 686.3876, 659.5015, 627.8707, 1   
759.138428, 820.8184, 782.8615, 708.5292, 1   


filename=: 61.jpg,  aircraft number=: 16 
x-pos         , y-pos         , x-pos         , y-pos         , direction
491.858459, 498.1846, 517.1630, 528.2338, 1   
564.609253, 570.9353, 586.7507, 593.0769, 1   
597.821533, 531.3969, 619.9630, 556.7015, 1   
627.870789, 501.3476, 651.5938, 526.6522, 1   
795.513855, 596.2399, 830.3076, 634.1968, 1   
891.987671, 700.6215, 909.3845, 776.5354, 0   
561.446167, 430.1784, 578.8430, 453.9015, 1   
525.070740, 328.9599, 547.2122, 347.9384, 1   
561.446167, 295.7476, 580.4246, 317.8892, 1   
593.076904, 260.9538, 613.6369, 283.0953, 1   
626.289246, 226.1600, 646.8492, 248.3015, 1   
659.501526, 189.7846, 680.0615, 211.9261, 1   
694.295349, 292.5846, 713.2738, 316.3076, 1   
659.501526, 330.5415, 678.4799, 352.6830, 1   
627.870789, 365.3353, 645.2677, 387.4769, 1   
591.495361, 400.1292, 612.0553, 417.5261, 1   


filename=: 62.jpg,  aircraft number=: 4 
x-pos         , y-pos         , x-pos         , y-pos         , direction
199.273849, 430.1784, 199.2738, 338.4492, 0   
782.861511, 774.9538, 831.8892, 699.0399, 1   
694.295349, 659.5015, 695.8768, 589.9138, 1   
904.145447, 798.7636, 930.1090, 716.2908, 1   


filename=: 63.jpg,  aircraft number=: 7 
x-pos         , y-pos         , x-pos         , y-pos         , direction
706.947693, 204.0184, 714.8553, 169.2246, 1   
773.372314, 189.7846, 765.4646, 153.4092, 1   
676.898438, 33.21230, 670.5723, 3.163077, 0   
879.335388, 150.2461, 855.6123, 121.7784, 1   
920.455383, 635.7784, 974.2276, 626.2892, 0   
978.972290, 923.6184, 1042.233, 914.1292, 0   
991.624573, 996.3692, 1054.886, 986.8800, 0   


filename=: 64.jpg,  aircraft number=: 33 
x-pos         , y-pos         , x-pos         , y-pos         , direction
15.815384 , 518.7446, 58.51692, 574.0984, 0   
117.033844, 531.3969, 159.7353, 585.1692, 0   
499.766144, 570.9353, 494.8363, 613.9636, 0   
597.163635, 623.1272, 600.9846, 585.1692, 1   
574.098450, 490.2769, 645.2677, 491.8584, 1   
1393.33532, 3.163077, 1420.221, 34.79384, 0   
1420.22155, 15.81538, 1453.433, 15.81538, 0   
1515.11377, 101.2184, 1527.766, 82.23999, 0   
1458.17846, 86.98461, 1459.760, 72.75077, 0   
1349.05224, 136.0122, 1350.633, 118.6153, 1   
1382.26464, 145.5015, 1387.009, 121.7784, 1   
1418.64001, 145.5015, 1420.221, 117.0338, 1   
1130.79992, 612.0553, 1157.686, 650.0122, 0   
